AdjustedTime,DeviceTimeStamp,SystemTimeStamp,Pose_Position,Pose_Rotation,Pose_Valid,LeftGazeDirection,LeftGazeDirectionValid,LeftGazeOrigin,LeftGazeOriginValid,LeftPupilDiameter,LeftPupilDiameterValid,LeftGazeRayWorldOrigin,LeftGazeRayWorldDirection,LeftGazeRayWorldValid,RightGazeDirection,RightGazeDirectionValid,RightGazeOrigin,RightGazeOriginValid,RightPupilDiameter,RightPupilDiameterValid,RightGazeRayWorldOrigin,RightGazeRayWorldDirection,RightGazeRayWorldValid,CombinedGazeRayWorldOrigin,CombinedGazeRayWorldDirection,CombinedGazeRayWorldValid,OriginalLeftGazeDirection,OriginalLeftGazeDirectionValid,OriginalLeftGazeOriginPositionInHMD,OriginalLeftGazeOriginPositionInHMDValid,OriginalLeftPupilDiameter,OriginalLeftPupilDiameterValid,OriginalLeftPupilPositionInTrackingArea,OriginalLeftPupilPositionInTrackingAreaValid,OriginalRightGazeDirection,OriginalRightGazeDirectionValid,OriginalRightGazeOriginPositionInHMD,OriginalRightGazeOriginPositionInHMDValid,OriginalRightPupilDiameter,OriginalRightPupilDiameterValid,OriginalRightPupilPositionInTrackingArea,OriginalRightPupilPositionInTrackingAreaValid
7.665203,319808225,1057528833967,"(-0.42850340, 3.09603900, -11.82373000)","(0.01884622, 0.09208965, -0.01407035, -0.99547300)",True,"(0.32751460, -0.32102970, 0.88862610)",True,"(-0.02777072, -0.00115657, -0.03281155)",True,"0,00351283",True,"(-0.44973040, 3.09286300, -11.86099000)","(0.16631340, -0.27932540, 0.94568350)",True,"(0.30722050, -0.31620790, 0.89755250)",True,"(0.03042094, -0.00167783, -0.03165593)",True,"0,00341776",True,"(-0.39274850, 3.09421500, -11.84920000)","(0.14461230, -0.27483740, 0.95055340)",True,"(-0.42123950, 3.09353900, -11.85510000)","(0.15547280, -0.27709930, 0.94817940)",True,"(-0,32751460, -0,32102970, 0,88862610)",Valid,"(27,77072000, -1,15657000, -32,81155000)",Valid,"3,51283300",Valid,"(0,72129990, 0,68930900)",Valid,"(-0,30722050, -0,31620790, 0,89755250)",Valid,"(-30,42094000, -1,67782600, -31,65593000)",Valid,"3,41775500",Valid,"(0,53398260, 0,70391680)",Valid
7.673534,319816556,1057528842298,"(-0.42871380, 3.09605600, -11.82377000)","(0.01883966, 0.09180753, -0.01409565, -0.99549880)",True,"(0.32623290, -0.33082580, 0.88549800)",True,"(-0.02781551, -0.00115718, -0.03280137)",True,"0,00354472",True,"(-0.45000780, 3.09287800, -11.86102000)","(0.16641630, -0.28925530, 0.94267550)",True,"(0.30796810, -0.32000730, 0.89595030)",True,"(0.03041560, -0.00168051, -0.03165660)",True,"0,00336720",True,"(-0.39297840, 3.09423100, -11.84926000)","(0.14628450, -0.27866010, 0.94918350)",True,"(-0.42149310, 3.09355500, -11.85514000)","(0.15636140, -0.28397760, 0.94599570)",True,"(-0,32623290, -0,33082580, 0,88549800)",Valid,"(27,81551000, -1,15718100, -32,80138000)",Valid,"3,54472400",Valid,"(0,71943390, 0,69119020)",Valid,"(-0,30796810, -0,32000730, 0,89595030)",Valid,"(-30,41560000, -1,68051100, -31,65660000)",Valid,"3,36720300",Valid,"(0,53394090, 0,70482720)",Valid
7.681866,319824888,1057528850630,"(-0.42892430, 3.09607400, -11.82381000)","(0.01883311, 0.09152538, -0.01412095, -0.99552450)",True,"(0.33161930, -0.33224490, 0.88296510)",True,"(-0.02785663, -0.00115288, -0.03279761)",True,"0,00345790",True,"(-0.45028050, 3.09289800, -11.86105000)","(0.17275450, -0.29058520, 0.94112490)",True,"(0.30868530, -0.32318120, 0.89456180)",True,"(0.03041025, -0.00168321, -0.03165726)",True,"0,00335832",True,"(-0.39320840, 3.09424800, -11.84933000)","(0.14787160, -0.28185210, 0.94799440)",True,"(-0.42174440, 3.09357300, -11.85519000)","(0.16032800, -0.28624520, 0.94464740)",True,"(-0,33161930, -0,33224490, 0,88296510)",Valid,"(27,85663000, -1,15287800, -32,79761000)",Valid,"3,45790100",Valid,"(0,71910130, 0,69133050)",Valid,"(-0,30868530, -0,32318120, 0,89456180)",Valid,"(-30,41025000, -1,68321200, -31,65726000)",Valid,"3,35832200",Valid,"(0,53389920, 0,70562820)",Valid
7.690197,319833219,1057528858961,"(-0.42913480, 3.09609200, -11.82385000)","(0.01882656, 0.09124324, -0.01414625, -0.99555020)",True,"(0.33692930, -0.33201600, 0.88104250)",True,"(-0.02787988, -0.00114919, -0.03279785)",True,"0,00351210",True,"(-0.45053490, 3.09291800, -11.86109000)","(0.17886400, -0.29024920, 0.94008670)",True,"(0.30738830, -0.31929020, 0.89640810)",True,"(0.03040852, -0.00168352, -0.03165660)",True,"0,00338765",True,"(-0.39343510, 3.09426600, -11.84939000)","(0.14671290, -0.27793620, 0.94932970)",True,"(-0.42198500, 3.09359200, -11.85524000)","(0.16281430, -0.28413790, 0.94485830)",True,"(-0,33692930, -0,33201600, 0,88104250)",Valid,"(27,87988000, -1,14918500, -32,79785000)",Valid,"3,51210000",Valid,"(0,71923350, 0,69129130)",Valid,"(-0,30738830, -0,31929020, 0,89640810)",Valid,"(-30,40852000, -1,68351700, -31,65660000)",Valid,"3,38765000",Valid,"(0,53358720, 0,70477250)",Valid
7.698529,319841551,1057528867293,"(-0.42934530, 3.09611000, -11.82390000)","(0.01882000, 0.09096106, -0.01417155, -0.99557570)",True,"(0.32742310, -0.33328250, 0.88414000)",True,"(-0.02789633, -0.00115004, -0.03278678)",True,"0,00353124",True,"(-0.45078450, 3.09293400, -11.86111000)","(0.16953330, -0.29170190, 0.94136520)",True,"(0.30574040, -0.32055660, 0.89651490)",True,"(0.03040802, -0.00168382, -0.03165593)",True,"0,00341592",True,"(-0.39366060, 3.09428500, -11.84945000)","(0.14565550, -0.27924640, 0.94910790)",True,"(-0.42222260, 3.09361000, -11.85528000)","(0.15760990, -0.28550220, 0.94532940)",True,"(-0,32742310, -0,33328250, 0,88414000)",Valid,"(27,89633000, -1,15004000, -32,78677000)",Valid,"3,53123500",Valid,"(0,71665080, 0,69121280)",Valid,"(-0,30574040, -0,32055660, 0,89651490)",Valid,"(-30,40802000, -1,68382300, -31,65593000)",Valid,"3,41592400",Valid,"(0,53327520, 0,70500020)",Valid
7.70686,319849882,1057528875624,"(-0.42955570, 3.09612800, -11.82394000)","(0.01881344, 0.09067891, -0.01419685, -0.99560120)",True,"(0.33442690, -0.32995610, 0.88276670)",True,"(-0.02792096, -0.00115065, -0.03279849)",True,"0,00354697",True,"(-0.45103810, 3.09295000, -11.86115000)","(0.17713090, -0.28819930, 0.94104500)",True,"(0.30728150, -0.31773380, 0.89700320)",True,"(0.03040913, -0.00168396, -0.03165639)",True,"0,00341922",True,"(-0.39388430, 3.09430500, -11.84951000)","(0.14756070, -0.27635360, 0.94966020)",True,"(-0.42246120, 3.09362700, -11.85533000)","(0.16236790, -0.28231490, 0.94548140)",True,"(-0,33442690, -0,32995610, 0,88276670)",Valid,"(27,92096000, -1,15065000, -32,79849000)",Valid,"3,54696700",Valid,"(0,71711390, 0,69083510)",Valid,"(-0,30728150, -0,31773380, 0,89700320)",Valid,"(-30,40913000, -1,68396000, -31,65639000)",Valid,"3,41922000",Valid,"(0,53358720, 0,70445850)",Valid
7.715192,319858214,1057528883956,"(-0.42976620, 3.09614500, -11.82398000)","(0.01880688, 0.09039673, -0.01422214, -0.99562670)",True,"(0.32862850, -0.33535770, 0.88290410)",True,"(-0.02793353, -0.00115434, -0.03279144)",True,"0,00348280",True,"(-0.45128310, 3.09296300, -11.86118000)","(0.17208590, -0.29376950, 0.94025840)",True,"(0.30545040, -0.31544490, 0.89842220)",True,"(0.03041025, -0.00168382, -0.03165593)",True,"0,00341718",True,"(-0.39410820, 3.09432400, -11.84957000)","(0.14599890, -0.27407450, 0.95056170)",True,"(-0.42269570, 3.09364300, -11.85537000)","(0.15906580, -0.28396370, 0.94554890)",True,"(-0,32862850, -0,33535770, 0,88290410)",Valid,"(27,93353000, -1,15434300, -32,79144000)",Valid,"3,48280300",Valid,"(0,71561460, 0,69182650)",Valid,"(-0,30545040, -0,31544490, 0,89842220)",Valid,"(-30,41025000, -1,68382300, -31,65593000)",Valid,"3,41717500",Valid,"(0,53327520, 0,70391680)",Valid
7.723523,319866545,1057528892287,"(-0.42997670, 3.09616300, -11.82402000)","(0.01880032, 0.09011457, -0.01424744, -0.99565200)",True,"(0.32896420, -0.33767700, 0.88189700)",True,"(-0.02794955, -0.00115132, -0.03278686)",True,"0,00351167",True,"(-0.45153120, 3.09298200, -11.86121000)","(0.17320030, -0.29610450, 0.93932090)",True,"(0.30522160, -0.31802370, 0.89759830)",True,"(0.03040938, -0.00168381, -0.03165592)",True,"0,00341530",True,"(-0.39433400, 3.09434300, -11.84963000)","(0.14653600, -0.27668000, 0.94972380)",True,"(-0.42293260, 3.09366300, -11.85542000)","(0.15989210, -0.28643510, 0.94466370)",True,"(-0,32896420, -0,33767700, 0,88189700)",Valid,"(27,94955000, -1,15132100, -32,78687000)",Valid,"3,51167300",Valid,"(0,71506280, 0,69215210)",Valid,"(-0,30522160, -0,31802370, 0,89759830)",Valid,"(-30,40938000, -1,68380700, -31,65591000)",Valid,"3,41529800",Valid,"(0,53321460, 0,70445850)",Valid
7.731855,319874877,1057528900619,"(-0.43018720, 3.09618100, -11.82406000)","(0.01879376, 0.08983237, -0.01427273, -0.99567730)",True,"(0.32545470, -0.33166500, 0.88546750)",True,"(-0.02797058, -0.00115166, -0.03277916)",True,"0,00356859",True,"(-0.45178470, 3.09299900, -11.86123000)","(0.16950350, -0.29008220, 0.94187090)",True,"(0.30519100, -0.31547550, 0.89849850)",True,"(0.03040852, -0.00168381, -0.03165590)",True,"0,00341461",True,"(-0.39455980, 3.09436200, -11.84969000)","(0.14683200, -0.27410180, 0.95042550)",True,"(-0.42317230, 3.09368000, -11.85546000)","(0.15818450, -0.28212170, 0.94624790)",True,"(-0,32545470, -0,33166500, 0,88546750)",Valid,"(27,97058000, -1,15165700, -32,77916000)",Valid,"3,56858800",Valid,"(0,71339220, 0,69075030)",Valid,"(-0,30519100, -0,31547550, 0,89849850)",Valid,"(-30,40852000, -1,68380700, -31,65590000)",Valid,"3,41461200",Valid,"(0,53316620, 0,70391680)",Valid
7.740186,319883208,1057528908950,"(-0.43039770, 3.09619900, -11.82410000)","(0.01878719, 0.08955019, -0.01429802, -0.99570240)",True,"(0.32919310, -0.33540340, 0.88267520)",True,"(-0.02799374, -0.00114888, -0.03277789)",True,"0,00343431",True,"(-0.45203920, 3.09301800, -11.86126000)","(0.17431980, -0.29378870, 0.93984090)",True,"(0.30519100, -0.31591800, 0.89834590)",True,"(0.03040827, -0.00168350, -0.03165536)",True,"0,00341570",True,"(-0.39478510, 3.09438200, -11.84975000)","(0.14742050, -0.27454380, 0.95020680)",True,"(-0.42341220, 3.09370000, -11.85551000)","(0.16089430, -0.28420900, 0.94516580)",True,"(-0,32919310, -0,33540340, 0,88267520)",Valid,"(27,99374000, -1,14888000, -32,77789000)",Valid,"3,43431100",Valid,"(0,71350340, 0,69141340)",Valid,"(-0,30519100, -0,31591800, 0,89834590)",Valid,"(-30,40826000, -1,68350200, -31,65536000)",Valid,"3,41569500",Valid,"(0,53316020, 0,70399210)",Valid
7.748518,319891540,1057528917282,"(-0.43052690, 3.09621700, -11.82413000)","(0.01876965, 0.08915680, -0.01435439, -0.99573730)",True,"(0.33399960, -0.32818600, 0.88357540)",True,"(-0.02800789, -0.00114525, -0.03277792)",True,"0,00347813",True,"(-0.45221160, 3.09303700, -11.86128000)","(0.17948030, -0.28639270, 0.94115140)",True,"(0.30522160, -0.31564330, 0.89843750)",True,"(0.03040802, -0.00168321, -0.03165483)",True,"0,00341707",True,"(-0.39493490, 3.09440400, -11.84981000)","(0.14820670, -0.27426340, 0.95016550)",True,"(-0.42357330, 3.09372100, -11.85554000)","(0.16386810, -0.28037030, 0.94580110)",True,"(-0,33399960, -0,32818600, 0,88357540)",Valid,"(28,00789000, -1,14524800, -32,77792000)",Valid,"3,47813400",Valid,"(0,71378790, 0,68991110)",Valid,"(-0,30522160, -0,31564330, 0,89843750)",Valid,"(-30,40802000, -1,68321200, -31,65483000)",Valid,"3,41706800",Valid,"(0,53315410, 0,70391680)",Valid
7.756849,319899871,1057528925613,"(-0.43045790, 3.09623500, -11.82413000)","(0.01872530, 0.08849187, -0.01448666, -0.99579550)",True,"(0.32398990, -0.33453370, 0.88491820)",True,"(-0.02802811, -0.00114014, -0.03276123)",True,"0,00350737",True,"(-0.45221460, 3.09305700, -11.86124000)","(0.17088830, -0.29301030, 0.94071360)",True,"(0.30497740, -0.31626890, 0.89830020)",True,"(0.03040741, -0.00168181, -0.03165457)",True,"0,00341873",True,"(-0.39490060, 3.09443400, -11.84986000)","(0.14934770, -0.27491000, 0.94979980)",True,"(-0.42355760, 3.09374500, -11.85555000)","(0.16013540, -0.28399120, 0.94536010)",True,"(-0,32398990, -0,33453370, 0,88491820)",Valid,"(28,02811000, -1,14013700, -32,76123000)",Valid,"3,50737000",Valid,"(0,71101290, 0,69060350)",Valid,"(-0,30497740, -0,31626890, 0,89830020)",Valid,"(-30,40741000, -1,68180800, -31,65457000)",Valid,"3,41873200",Valid,"(0,53309180, 0,70399210)",Valid
7.765181,319908203,1057528933945,"(-0.43038900, 3.09625300, -11.82413000)","(0.01868094, 0.08782681, -0.01461894, -0.99585330)",True,"(0.32670590, -0.34004210, 0.88182070)",True,"(-0.02804089, -0.00113039, -0.03275676)",True,"0,00349196",True,"(-0.45220820, 3.09308100, -11.86121000)","(0.17557930, -0.29853340, 0.93810960)",True,"(0.30474850, -0.31689450, 0.89814760)",True,"(0.03040681, -0.00168042, -0.03165431)",True,"0,00341686",True,"(-0.39486640, 3.09446400, -11.84991000)","(0.15050750, -0.27555880, 0.94942870)",True,"(-0.42353730, 3.09377200, -11.85556000)","(0.16306960, -0.28709220, 0.94392070)",True,"(-0,32670590, -0,34004210, 0,88182070)",Valid,"(28,04089000, -1,13038600, -32,75676000)",Valid,"3,49195900",Valid,"(0,71115650, 0,69138640)",Valid,"(-0,30474850, -0,31689450, 0,89814760)",Valid,"(-30,40681000, -1,68042000, -31,65431000)",Valid,"3,41685500",Valid,"(0,53302950, 0,70406730)",Valid
7.773512,319916534,1057528942276,"(-0.43031990, 3.09627200, -11.82413000)","(0.01863657, 0.08716179, -0.01475119, -0.99591060)",True,"(0.32724000, -0.33740230, 0.88264470)",True,"(-0.02805643, -0.00111345, -0.03274864)",True,"0,00346854",True,"(-0.45220520, 3.09311300, -11.86117000)","(0.17722190, -0.29585020, 0.93865070)",True,"(0.30397030, -0.31915280, 0.89761350)",True,"(0.03040669, -0.00167912, -0.03165394)",True,"0,00341480",True,"(-0.39483170, 3.09449300, -11.84996000)","(0.15123350, -0.27786630, 0.94864050)",True,"(-0.42351850, 3.09380300, -11.85557000)","(0.16425030, -0.28689770, 0.94377520)",True,"(-0,32724000, -0,33740230, 0,88264470)",Valid,"(28,05643000, -1,11344900, -32,74864000)",Valid,"3,46853600",Valid,"(0,71064050, 0,69011240)",Valid,"(-0,30397030, -0,31915280, 0,89761350)",Valid,"(-30,40669000, -1,67912300, -31,65395000)",Valid,"3,41479500",Valid,"(0,53289390, 0,70446400)",Valid
7.781844,319924866,1057528950608,"(-0.43025090, 3.09629000, -11.82414000)","(0.01859219, 0.08649665, -0.01488346, -0.99596740)",True,"(0.32891850, -0.34503170, 0.87905880)",True,"(-0.02806514, -0.00110039, -0.03274203)",True,"0,00360587",True,"(-0.45219520, 3.09314000, -11.86114000)","(0.18102780, -0.30354220, 0.93546310)",True,"(0.30328370, -0.31880190, 0.89797970)",True,"(0.03040658, -0.00167783, -0.03165359)",True,"0,00341588",True,"(-0.39479720, 3.09452300, -11.85001000)","(0.15182360, -0.27753160, 0.94864420)",True,"(-0.42349620, 3.09383200, -11.85557000)","(0.16646110, -0.29059880, 0.94225430)",True,"(-0,32891850, -0,34503170, 0,87905880)",Valid,"(28,06514000, -1,10038800, -32,74203000)",Valid,"3,60586500",Valid,"(0,71055010, 0,69125340)",Valid,"(-0,30328370, -0,31880190, 0,89797970)",Valid,"(-30,40659000, -1,67782600, -31,65359000)",Valid,"3,41587800",Valid,"(0,53275840, 0,70432600)",Valid
7.790176,319933198,1057528958940,"(-0.43018190, 3.09630800, -11.82414000)","(0.01854779, 0.08583146, -0.01501571, -0.99602380)",True,"(0.33132930, -0.34284970, 0.87899780)",True,"(-0.02806668, -0.00109650, -0.03274173)",True,"0,00356981",True,"(-0.45217670, 3.09315900, -11.86111000)","(0.18468430, -0.30128770, 0.93547710)",True,"(0.30383300, -0.32206730, 0.89662170)",True,"(0.03040243, -0.00167361, -0.03165217)",True,"0,00341907",True,"(-0.39476690, 3.09455500, -11.85005000)","(0.15402550, -0.28083140, 0.94731720)",True,"(-0.42347180, 3.09385700, -11.85558000)","(0.16938660, -0.29111410, 0.94157360)",True,"(-0,33132930, -0,34284970, 0,87899780)",Valid,"(28,06668000, -1,09649700, -32,74173000)",Valid,"3,56980900",Valid,"(0,71099090, 0,69068930)",Valid,"(-0,30383300, -0,32206730, 0,89662170)",Valid,"(-30,40244000, -1,67361500, -31,65218000)",Valid,"3,41906700",Valid,"(0,53273340, 0,70486070)",Valid
7.798507,319941529,1057528967271,"(-0.43011290, 3.09632700, -11.82414000)","(0.01850340, 0.08516632, -0.01514795, -0.99607970)",True,"(0.33316040, -0.33969120, 0.87953190)",True,"(-0.02806514, -0.00109811, -0.03274203)",True,"0,00354434",True,"(-0.45215480, 3.09317200, -11.86108000)","(0.18763960, -0.29805270, 0.93592520)",True,"(0.29969790, -0.32011410, 0.89871220)",True,"(0.03039265, -0.00167361, -0.03165195)",True,"0,00342413",True,"(-0.39474190, 3.09458300, -11.85010000)","(0.15088210, -0.27895360, 0.94837730)",True,"(-0.42344840, 3.09387700, -11.85559000)","(0.16930040, -0.28857060, 0.94237160)",True,"(-0,33316040, -0,33969120, 0,87953190)",Valid,"(28,06514000, -1,09811400, -32,74203000)",Valid,"3,54434200",Valid,"(0,71140940, 0,69012520)",Valid,"(-0,29969790, -0,32011410, 0,89871220)",Valid,"(-30,39265000, -1,67361500, -31,65195000)",Valid,"3,42413300",Valid,"(0,53161320, 0,70432600)",Valid
7.806839,319949861,1057528975603,"(-0.43004390, 3.09634500, -11.82414000)","(0.01845899, 0.08450105, -0.01528019, -0.99613520)",True,"(0.33192440, -0.33917240, 0.88020320)",True,"(-0.02806332, -0.00109926, -0.03274333)",True,"0,00356058",True,"(-0.45213260, 3.09318500, -11.86106000)","(0.18762140, -0.29755060, 0.93608860)",True,"(0.29821780, -0.31251530, 0.90187070)",True,"(0.03039433, -0.00167809, -0.03164662)",True,"0,00357231",True,"(-0.39470650, 3.09460700, -11.85015000)","(0.15002290, -0.27131400, 0.95072700)",True,"(-0.42341950, 3.09389600, -11.85560000)","(0.16887110, -0.28451470, 0.94368110)",True,"(-0,33192440, -0,33917240, 0,88020320)",Valid,"(28,06332000, -1,09925800, -32,74333000)",Valid,"3,56057700",Valid,"(0,71120420, 0,69006130)",Valid,"(-0,29821780, -0,31251530, 0,90187070)",Valid,"(-30,39433000, -1,67808500, -31,64662000)",Valid,"3,57231100",Valid,"(0,53140180, 0,70282820)",Valid
7.81517,319958192,1057528983934,"(-0.42997490, 3.09636300, -11.82414000)","(0.01841458, 0.08383584, -0.01541241, -0.99619020)",True,"(0.33064270, -0.33934020, 0.88063050)",True,"(-0.02806151, -0.00110039, -0.03274461)",True,"0,00357706",True,"(-0.45211020, 3.09319900, -11.86103000)","(0.18761750, -0.29774320, 0.93602810)",True,"(0.30137630, -0.31344600, 0.90049740)",True,"(0.03040572, -0.00168056, -0.03165298)",True,"0,00343454",True,"(-0.39465960, 3.09463300, -11.85020000)","(0.15473240, -0.27219230, 0.94972060)",True,"(-0.42338490, 3.09391600, -11.85561000)","(0.17121610, -0.28503630, 0.94310090)",True,"(-0,33064270, -0,33934020, 0,88063050)",Valid,"(28,06151000, -1,10038800, -32,74461000)",Valid,"3,57705700",Valid,"(0,71099900, 0,69012520)",Valid,"(-0,30137630, -0,31344600, 0,90049740)",Valid,"(-30,40572000, -1,68055700, -31,65298000)",Valid,"3,43454000",Valid,"(0,53235560, 0,70325380)",Valid
7.823502,319966524,1057528992266,"(-0.42990590, 3.09638200, -11.82414000)","(0.01837016, 0.08317050, -0.01554464, -0.99624480)",True,"(0.33004760, -0.33885190, 0.88102720)",True,"(-0.02805826, -0.00110288, -0.03274532)",True,"0,00356033",True,"(-0.45208650, 3.09321100, -11.86100000)","(0.18828160, -0.29726470, 0.93604680)",True,"(0.29922490, -0.31523130, 0.90060420)",True,"(0.03042108, -0.00168439, -0.03165398)",True,"0,00349654",True,"(-0.39460970, 3.09465800, -11.85024000)","(0.15398210, -0.27404940, 0.94930850)",True,"(-0.42334810, 3.09393500, -11.85562000)","(0.17117220, -0.28572450, 0.94290060)",True,"(-0,33004760, -0,33885190, 0,88102720)",Valid,"(28,05826000, -1,10287500, -32,74532000)",Valid,"3,56033300",Valid,"(0,71101950, 0,69010590)",Valid,"(-0,29922490, -0,31523130, 0,90060420)",Valid,"(-30,42108000, -1,68438700, -31,65398000)",Valid,"3,49653600",Valid,"(0,53252080, 0,70371990)",Valid
7.831833,319974855,1057529000597,"(-0.42983690, 3.09640000, -11.82414000)","(0.01832573, 0.08250520, -0.01567685, -0.99629880)",True,"(0.32966610, -0.33845520, 0.88133240)",True,"(-0.02805501, -0.00110536, -0.03274600)",True,"0,00357675",True,"(-0.45206280, 3.09322400, -11.86097000)","(0.18916990, -0.29686710, 0.93599390)",True,"(0.29815670, -0.31700130, 0.90032960)",True,"(0.03043373, -0.00168802, -0.03165628)",True,"0,00349773",True,"(-0.39456240, 3.09468300, -11.85029000)","(0.15436510, -0.27587270, 0.94871800)",True,"(-0.42331260, 3.09395300, -11.85563000)","(0.17180650, -0.28643490, 0.94256970)",True,"(-0,32966610, -0,33845520, 0,88133240)",Valid,"(28,05501000, -1,10536200, -32,74600000)",Valid,"3,57675200",Valid,"(0,71104000, 0,69012520)",Valid,"(-0,29815670, -0,31700130, 0,90032960)",Valid,"(-30,43373000, -1,68801900, -31,65628000)",Valid,"3,49772600",Valid,"(0,53278070, 0,70422340)",Valid
7.840165,319983187,1057529008929,"(-0.42976790, 3.09641800, -11.82414000)","(0.01828129, 0.08183978, -0.01580906, -0.99635240)",True,"(0.32963560, -0.33973690, 0.88085940)",True,"(-0.02805109, -0.00110931, -0.03274658)",True,"0,00355936",True,"(-0.45203830, 3.09323500, -11.86094000)","(0.19057990, -0.29816040, 0.93529660)",True,"(0.29975890, -0.31657410, 0.89994810)",True,"(0.03043866, -0.00168843, -0.03165782)",True,"0,00347479",True,"(-0.39452290, 3.09471100, -11.85034000)","(0.15733480, -0.27541090, 0.94836410)",True,"(-0.42328060, 3.09397200, -11.85564000)","(0.17399640, -0.28685010, 0.94204160)",True,"(-0,32963560, -0,33973690, 0,88085940)",Valid,"(28,05109000, -1,10931400, -32,74658000)",Valid,"3,55935700",Valid,"(0,71122470, 0,69053130)",Valid,"(-0,29975890, -0,31657410, 0,89994810)",Valid,"(-30,43866000, -1,68843100, -31,65782000)",Valid,"3,47479200",Valid,"(0,53324060, 0,70420380)",Valid
7.848496,319991518,1057529017260,"(-0.42969950, 3.09643700, -11.82414000)","(0.01823686, 0.08117741, -0.01594080, -0.99640540)",True,"(0.32977290, -0.33828740, 0.88134770)",True,"(-0.02804718, -0.00111327, -0.03274715)",True,"0,00354262",True,"(-0.45201410, 3.09324500, -11.86091000)","(0.19191840, -0.29669420, 0.93548910)",True,"(0.29861450, -0.31660460, 0.90031430)",True,"(0.03044357, -0.00168884, -0.03165935)",True,"0,00349770",True,"(-0.39448400, 3.09473800, -11.85039000)","(0.15748090, -0.27547660, 0.94832080)",True,"(-0.42324910, 3.09399200, -11.85565000)","(0.17473890, -0.28614980, 0.94211710)",True,"(-0,32977290, -0,33828740, 0,88134770)",Valid,"(28,04718000, -1,11326600, -32,74715000)",Valid,"3,54261800",Valid,"(0,71140940, 0,69038500)",Valid,"(-0,29861450, -0,31660460, 0,90031430)",Valid,"(-30,44357000, -1,68884300, -31,65935000)",Valid,"3,49769600",Valid,"(0,53321030, 0,70422340)",Valid
7.856828,319999850,1057529025592,"(-0.42973950, 3.09643600, -11.82417000)","(0.01819601, 0.08104149, -0.01599405, -0.99641630)",True,"(0.32893370, -0.33903500, 0.88137820)",True,"(-0.02804234, -0.00111656, -0.03274872)",True,"0,00355460",True,"(-0.45205880, 3.09324100, -11.86094000)","(0.19139650, -0.29751190, 0.93533640)",True,"(0.29939270, -0.31637570, 0.90014650)",True,"(0.03044641, -0.00168921, -0.03165950)",True,"0,00351045",True,"(-0.39452820, 3.09474300, -11.85043000)","(0.15855880, -0.27527240, 0.94820050)",True,"(-0.42329350, 3.09399200, -11.85569000)","(0.17501560, -0.28645430, 0.94197310)",True,"(-0,32893370, -0,33903500, 0,88137820)",Valid,"(28,04234000, -1,11656200, -32,74872000)",Valid,"3,55459600",Valid,"(0,71142050, 0,69066120)",Valid,"(-0,29939270, -0,31637570, 0,90014650)",Valid,"(-30,44641000, -1,68920900, -31,65950000)",Valid,"3,51045200",Valid,"(0,53345540, 0,70420380)",Valid
7.865159,320008181,1057529033923,"(-0.42977940, 3.09643500, -11.82421000)","(0.01815516, 0.08090559, -0.01604728, -0.99642720)",True,"(0.32797240, -0.33976750, 0.88145450)",True,"(-0.02803751, -0.00111986, -0.03275029)",True,"0,00356630",True,"(-0.45210340, 3.09323800, -11.86097000)","(0.19074710, -0.29831830, 0.93521220)",True,"(0.29754640, -0.31643680, 0.90072630)",True,"(0.03044925, -0.00168958, -0.03165965)",True,"0,00349754",True,"(-0.39457240, 3.09474800, -11.85047000)","(0.15693820, -0.27542920, 0.94842460)",True,"(-0.42333790, 3.09399200, -11.85572000)","(0.17388270, -0.28693980, 0.94203530)",True,"(-0,32797240, -0,33976750, 0,88145450)",Valid,"(28,03751000, -1,11985800, -32,75029000)",Valid,"3,56629900",Valid,"(0,71140940, 0,69093730)",Valid,"(-0,29754640, -0,31643680, 0,90072630)",Valid,"(-30,44925000, -1,68957500, -31,65965000)",Valid,"3,49754300",Valid,"(0,53321030, 0,70418430)",Valid
7.873491,320016513,1057529042255,"(-0.42981930, 3.09643400, -11.82424000)","(0.01811430, 0.08076967, -0.01610053, -0.99643810)",True,"(0.32810970, -0.33532710, 0.88310240)",True,"(-0.02796374, -0.00117023, -0.03278651)",True,"0,00360506",True,"(-0.45207300, 3.09318800, -11.86102000)","(0.19077690, -0.29386690, 0.93661430)",True,"(0.30488590, -0.31248470, 0.89965820)",True,"(0.03049860, -0.00172142, -0.03169041)",True,"0,00360396",True,"(-0.39456480, 3.09472100, -11.85054000)","(0.16452570, -0.27130720, 0.94832680)",True,"(-0.42331890, 3.09395500, -11.85578000)","(0.17768090, -0.28263420, 0.94262800)",True,"(-0,32810970, -0,33532710, 0,88310240)",Valid,"(27,96375000, -1,17022700, -32,78651000)",Valid,"3,60505700",Valid,"(0,71423100, 0,69236340)",Valid,"(-0,30488590, -0,31248470, 0,89965820)",Valid,"(-30,49860000, -1,72142000, -31,69041000)",Valid,"3,60395800",Valid,"(0,53633450, 0,70505650)",Valid
